date,store_id,product_code,product_name,main_category,sub_category,unit,stock_level,sales_quantity,expiration_days_left,ordered_quantity
2022-11,S001,P016,아세트아미노펜시럽,일반의약품,해열진통제,bottle,6,7,230,7
2022-11,S001,P015,란소프라졸캡슐,전문의약품,소화성궤양제,box,14,14,376,14
2022-11,S001,P014,덱시부프로펜정,전문의약품,진통소염제,box,8,6,343,6
2022-11,S001,P012,클라리스로마이신정,전문의약품,항생제,box,13,12,342,13
2022-11,S001,P011,세파클러캡슐,전문의약품,항생제,box,17,15,454,16
2022-11,S001,P010,리포바이오틴정,전문의약품,기타_전문의약품,box,16,12,355,11
2022-11,S001,P013,옥시코돈서방정,전문의약품,진통소염제,box,14,12,355,11
2022-11,S001,P008,디오코정(로사르탄),전문의약품,고혈압_치료제,box,12,10,331,9
2022-11,S001,P004,콜대원코프시럽,일반의약품,감기약,bottle,29,23,195,23
2022-11,S001,P007,스멕타현탁액,일반의약품,지사제,sachet,14,11,232,11
2022-11,S001,P002,펜잘큐정,일반의약품,해열진통제,box,20,17,236,16
2022-11,S001,P003,판콜에이스캡슐,일반의약품,감기약,box,19,20,275,18
2022-11,S001,P019,케토톱패취,일반의약품,외용제,pack,21,23,235,23
2022-11,S001,P005,훼스탈플러스정,일반의약품,소화제,box,13,13,254,14
2022-11,S001,P006,베아제정,일반의약품,소화제,box,31,28,258,30
2022-11,S001,P009,아마릴정(글리메피리드),전문의약품,당뇨병_치료제,box,11,10,377,10
2022-11,S001,P001,타이레놀정 500mg,일반의약품,해열진통제,box,19,14,219,15
2022-11,S001,P020,후시딘연고,일반의약품,외용제,tube,8,6,220,6
2022-11,S002,P012,클라리스로마이신정,전문의약품,항생제,box,24,25,378,25
2022-11,S002,P011,세파클러캡슐,전문의약품,항생제,box,15,13,395,13
2022-11,S002,P010,리포바이오틴정,전문의약품,기타_전문의약품,box,17,21,400,23
2022-11,S002,P009,아마릴정(글리메피리드),전문의약품,당뇨병_치료제,box,18,21,363,23
2022-11,S002,P008,디오코정(로사르탄),전문의약품,고혈압_치료제,box,15,15,384,15
2022-11,S002,P007,스멕타현탁액,일반의약품,지사제,sachet,8,8,273,8
2022-11,S002,P006,베아제정,일반의약품,소화제,box,8,9,235,9
2022-11,S002,P005,훼스탈플러스정,일반의약품,소화제,box,12,10,239,9
2022-11,S002,P004,콜대원코프시럽,일반의약품,감기약,bottle,56,48,272,51
2022-11,S002,P002,펜잘큐정,일반의약품,해열진통제,box,22,21,226,22
2022-11,S001,P021,센소다인치약,의약외품,구강청결제,bottle,21,17,227,18
2022-11,S002,P001,타이레놀정 500mg,일반의약품,해열진통제,box,40,34,246,37
2022-11,S001,P028,알레그라정(펙소페나딘),일반의약품,알레르기약,box,14,11,219,10
2022-11,S001,P027,지르텍정(세티리진),일반의약품,알레르기약,box,12,10,308,9
2022-11,S001,P026,전자체온계,의약외품,체온계,box,9,10,381,9
2022-11,S001,P025,밴드에이드혼합형,의약외품,밴드_반창고,box,5,6,227,6
2022-11,S001,P024,손소독제겔,의약외품,손소독제,bottle,8,7,225,7
2022-11,S001,P023,일회용마스크 KF94,의약외품,마스크,box,26,20,280,19
2022-11,S002,P013,옥시코돈서방정,전문의약품,진통소염제,box,13,10,344,11
2022-11,S001,P022,리스테린오랄린스,의약외품,구강청결제,bottle,5,5,268,5
2022-12,S003,P004,콜대원코프시럽,일반의약품,감기약,bottle,21,16,216,17
2022-12,S003,P005,훼스탈플러스정,일반의약품,소화제,box,29,25,260,24
2022-12,S003,P002,펜잘큐정,일반의약품,해열진통제,box,38,32,286,30
2022-12,S002,P015,란소프라졸캡슐,전문의약품,소화성궤양제,box,22,16,325,15
2022-12,S002,P028,알레그라정(펙소페나딘),일반의약품,알레르기약,box,24,26,254,28
2022-12,S002,P027,지르텍정(세티리진),일반의약품,알레르기약,box,38,31,212,29
2022-12,S003,P001,타이레놀정 500mg,일반의약품,해열진통제,box,36,28,271,30
2022-12,S003,P003,판콜에이스캡슐,일반의약품,감기약,box,25,27,250,26
2022-12,S003,P006,베아제정,일반의약품,소화제,box,14,13,258,13
2022-12,S003,P007,스멕타현탁액,일반의약품,지사제,sachet,21,23,230,23
2022-12,S002,P024,손소독제겔,의약외품,손소독제,bottle,25,28,259,25
2022-12,S002,P026,전자체온계,의약외품,체온계,box,10,9,278,9
2022-12,S002,P021,센소다인치약,의약외품,구강청결제,bottle,20,23,192,23
2022-12,S002,P020,후시딘연고,일반의약품,외용제,tube,8,10,226,10
2022-12,S002,P019,케토톱패취,일반의약품,외용제,pack,20,18,206,18
2022-12,S002,P018,마그밀정,일반의약품,변비약,box,19,20,251,19
2022-12,S002,P017,카베진코와알파정,일반의약품,소화제,box,34,26,257,26
2022-12,S002,P022,리스테린오랄린스,의약외품,구강청결제,bottle,31,22,214,24
2022-12,S003,P012,클라리스로마이신정,전문의약품,항생제,box,18,19,400,18
2022-12,S003,P011,세파클러캡슐,전문의약품,항생제,box,13,12,349,11
2022-12,S002,P016,아세트아미노펜시럽,일반의약품,해열진통제,bottle,38,29,162,32
2022-12,S002,P025,밴드에이드혼합형,의약외품,밴드_반창고,box,25,21,238,21
2022-12,S003,P021,센소다인치약,의약외품,구강청결제,bottle,11,10,173,10
2022-12,S003,P022,리스테린오랄린스,의약외품,구강청결제,bottle,13,10,246,11
2022-12,S003,P027,지르텍정(세티리진),일반의약품,알레르기약,box,13,13,223,13
2022-12,S003,P024,손소독제겔,의약외품,손소독제,bottle,25,20,213,19
2022-12,S003,P025,밴드에이드혼합형,의약외품,밴드_반창고,box,12,10,232,10
2022-12,S003,P026,전자체온계,의약외품,체온계,box,11,11,213,10
2022-12,S003,P020,후시딘연고,일반의약품,외용제,tube,18,20,299,19
2022-12,S002,P023,일회용마스크 KF94,의약외품,마스크,box,15,16,226,16
2022-12,S003,P008,디오코정(로사르탄),전문의약품,고혈압_치료제,box,9,8,396,9
2022-12,S003,P018,마그밀정,일반의약품,변비약,box,19,20,298,19
2022-12,S003,P023,일회용마스크 KF94,의약외품,마스크,box,22,23,206,25
2022-12,S003,P016,아세트아미노펜시럽,일반의약품,해열진통제,bottle,30,36,232,33
2022-12,S003,P015,란소프라졸캡슐,전문의약품,소화성궤양제,box,14,15,381,14
2022-12,S003,P014,덱시부프로펜정,전문의약품,진통소염제,box,14,12,303,13
2022-12,S003,P013,옥시코돈서방정,전문의약품,진통소염제,box,24,18,363,17
2022-12,S003,P010,리포바이오틴정,전문의약품,기타_전문의약품,box,6,5,359,5
2022-12,S003,P009,아마릴정(글리메피리드),전문의약품,당뇨병_치료제,box,6,6,356,6
2022-12,S003,P019,케토톱패취,일반의약품,외용제,pack,18,20,159,22
2022-12,S003,P028,알레그라정(펙소페나딘),일반의약품,알레르기약,box,9,7,200,7
2022-12,S003,P017,카베진코와알파정,일반의약품,소화제,box,12,15,259,15
2022-12,S002,P005,훼스탈플러스정,일반의약품,소화제,box,10,8,287,7
2022-12,S001,P009,아마릴정(글리메피리드),전문의약품,당뇨병_치료제,box,11,11,337,10
2022-12,S001,P017,카베진코와알파정,일반의약품,소화제,box,20,17,267,17
2022-12,S001,P016,아세트아미노펜시럽,일반의약품,해열진통제,bottle,9,9,297,9
2022-12,S001,P015,란소프라졸캡슐,전문의약품,소화성궤양제,box,18,15,409,15
2022-12,S001,P014,덱시부프로펜정,전문의약품,진통소염제,box,9,7,333,7
2022-12,S001,P013,옥시코돈서방정,전문의약품,진통소염제,box,12,14,370,14
2022-12,S001,P008,디오코정(로사르탄),전문의약품,고혈압_치료제,box,8,9,349,9
2022-12,S001,P019,케토톱패취,일반의약품,외용제,pack,29,21,250,21
2022-12,S001,P020,후시딘연고,일반의약품,외용제,tube,11,8,177,9
2022-12,S001,P012,클라리스로마이신정,전문의약품,항생제,box,20,17,370,17
2022-12,S001,P002,펜잘큐정,일반의약품,해열진통제,box,21,23,202,22
2022-12,S001,P006,베아제정,일반의약품,소화제,box,24,27,224,29
2022-12,S001,P001,타이레놀정 500mg,일반의약품,해열진통제,box,23,18,253,17
2022-12,S002,P014,덱시부프로펜정,전문의약품,진통소염제,box,17,13,357,14
2022-12,S001,P003,판콜에이스캡슐,일반의약품,감기약,box,30,22,282,23
2022-12,S001,P004,콜대원코프시럽,일반의약품,감기약,bottle,38,31,177,30
2022-12,S001,P005,훼스탈플러스정,일반의약품,소화제,box,13,15,229,15
2022-12,S002,P013,옥시코돈서방정,전문의약품,진통소염제,box,14,12,361,12
2022-12,S001,P007,스멕타현탁액,일반의약품,지사제,sachet,14,10,311,10
2022-12,S002,P010,리포바이오틴정,전문의약품,기타_전문의약품,box,21,16,403,15
2022-12,S001,P010,리포바이오틴정,전문의약품,기타_전문의약품,box,13,14,309,13
2022-12,S001,P018,마그밀정,일반의약품,변비약,box,17,20,189,20
2022-12,S001,P022,리스테린오랄린스,의약외품,구강청결제,bottle,4,4,293,4
2022-12,S001,P021,센소다인치약,의약외품,구강청결제,bottle,15,17,283,17
2022-12,S002,P011,세파클러캡슐,전문의약품,항생제,box,14,13,395,14
2022-12,S002,P009,아마릴정(글리메피리드),전문의약품,당뇨병_치료제,box,25,21,405,22
2022-12,S002,P008,디오코정(로사르탄),전문의약품,고혈압_치료제,box,18,18,341,17
2022-12,S002,P007,스멕타현탁액,일반의약품,지사제,sachet,11,9,295,9
2022-12,S002,P006,베아제정,일반의약품,소화제,box,7,6,234,6
2022-12,S001,P027,지르텍정(세티리진),일반의약품,알레르기약,box,17,12,217,11
2022-12,S002,P004,콜대원코프시럽,일반의약품,감기약,bottle,56,54,187,50
2022-12,S002,P012,클라리스로마이신정,전문의약품,항생제,box,27,23,368,22
2022-12,S001,P011,세파클러캡슐,전문의약품,항생제,box,23,18,361,18
