date,store_id,product_code,product_name,main_category,sub_category,unit,stock_level,sales_quantity,expiration_days_left,ordered_quantity
2025-09,S003,P002,펜잘큐정,일반의약품,해열진통제,box,27,26,165,28
2025-09,S003,P003,판콜에이스캡슐,일반의약품,감기약,box,15,15,229,15
2025-09,S003,P004,콜대원코프시럽,일반의약품,감기약,bottle,11,9,211,9
2025-09,S003,P005,훼스탈플러스정,일반의약품,소화제,box,23,27,238,28
2025-09,S003,P006,베아제정,일반의약품,소화제,box,20,21,253,21
2025-09,S003,P007,스멕타현탁액,일반의약품,지사제,sachet,30,32,204,33
2025-09,S003,P008,디오코정(로사르탄),전문의약품,고혈압_치료제,box,10,7,350,7
2025-09,S003,P009,아마릴정(글리메피리드),전문의약품,당뇨병_치료제,box,6,6,366,6
2025-09,S003,P010,리포바이오틴정,전문의약품,기타_전문의약품,box,7,5,354,5
2025-09,S003,P011,세파클러캡슐,전문의약품,항생제,box,14,11,356,10
2025-09,S003,P012,클라리스로마이신정,전문의약품,항생제,box,16,12,344,13
2025-09,S003,P013,옥시코돈서방정,전문의약품,진통소염제,box,18,15,358,15
2025-09,S003,P014,덱시부프로펜정,전문의약품,진통소염제,box,9,10,341,10
2025-09,S003,P015,란소프라졸캡슐,전문의약품,소화성궤양제,box,12,14,409,14
2025-09,S003,P016,아세트아미노펜시럽,일반의약품,해열진통제,bottle,29,27,215,29
2025-09,S003,P017,카베진코와알파정,일반의약품,소화제,box,19,14,243,14
2025-09,S003,P018,마그밀정,일반의약품,변비약,box,17,20,236,22
2025-09,S003,P019,케토톱패취,일반의약품,외용제,pack,27,30,290,32
2025-09,S003,P020,후시딘연고,일반의약품,외용제,tube,40,29,179,31
2025-09,S003,P021,센소다인치약,의약외품,구강청결제,bottle,11,13,237,13
2025-09,S003,P022,리스테린오랄린스,의약외품,구강청결제,bottle,8,9,235,9
2025-09,S003,P023,일회용마스크 KF94,의약외품,마스크,box,0,0,180,0
2025-09,S003,P024,손소독제겔,의약외품,손소독제,bottle,23,19,320,19
2025-09,S003,P025,밴드에이드혼합형,의약외품,밴드_반창고,box,13,13,242,13
2025-09,S003,P026,전자체온계,의약외품,체온계,box,0,0,180,0
2025-09,S003,P027,지르텍정(세티리진),일반의약품,알레르기약,box,12,12,211,11
2025-09,S003,P028,알레그라정(펙소페나딘),일반의약품,알레르기약,box,8,7,218,7
2025-09,S003,P029,에스푸라민정,전문의약품,정신신경용제,box,22,17,306,18
2025-09,S003,P030,아로마민주,전문의약품,항암제,vial,16,14,339,15
