date,store_id,product_code,product_name,main_category,sub_category,unit,stock_level,sales_quantity,expiration_days_left,ordered_quantity
2023-08,PHARM01,NP003,퀘티아핀정,전문의약품,정신신경용제,box,38,13,226,16
2023-08,PHARM01,DM010,다파-메트정,전문의약품,당뇨병_치료제,box,58,20,347,24
2023-08,PHARM02,AB004,레보플록사신정,전문의약품,항생제,box,63,23,33,28
2023-08,PHARM01,SA004,멸균장갑,의약외품,방역용품,box,221,78,72,119
2023-08,PHARM01,HB007,카프토프릴정,전문의약품,고혈압_치료제,box,162,54,340,72
2023-08,PHARM01,BD010,클린밴드,의약외품,밴드_반창고,box,67,23,141,38
2023-08,PHARM01,PA004,제일파스,일반의약품,진통소염제,patch,75,32,225,54
2023-08,PHARM01,DS006,디아리톨정,일반의약품,지사제,box,67,40,180,69
2023-08,PHARM01,DG003,가스모틴정,일반의약품,소화제,box,267,93,89,111
2023-08,PHARM01,NP004,알프라졸람정,전문의약품,정신신경용제,box,58,22,112,27
2023-08,PHARM01,AB008,클래리스로마이신정,전문의약품,항생제,box,101,46,331,77
2023-08,PHARM01,HS007,센서티브 세니타이저,의약외품,손소독제,gel,113,44,86,72
2023-08,PHARM02,AC008,파클리탁셀주,전문의약품,항암제,vial,73,45,365,65
2023-08,PHARM01,TH001,전자체온계,의약외품,체온계,unit,142,56,123,99
2023-08,PHARM02,HT002,펜잘큐정,일반의약품,해열진통제,box,124,54,145,86
2023-08,PHARM01,BD001,박카스밴드,의약외품,밴드_반창고,box,178,79,160,122
2023-08,PHARM02,AC005,게피티닙정,전문의약품,항암제,box,112,54,360,81
2023-08,PHARM02,HT005,탁센정,일반의약품,해열진통제,box,83,49,142,64
2023-08,PHARM02,TH002,이어체온계,의약외품,체온계,unit,52,21,196,37
2023-08,PHARM02,HS001,유한 손소독제 젤,의약외품,손소독제,gel,96,48,54,61
2023-08,PHARM02,NP003,퀘티아핀정,전문의약품,정신신경용제,box,163,73,242,105
2023-08,PHARM02,HS008,라지 핸드스프레이,의약외품,손소독제,spray,124,64,151,99
2023-08,PHARM01,HB006,엑스포지정,전문의약품,고혈압_치료제,box,67,23,94,34
2023-08,PHARM02,PA010,스포트겔 스프레이,일반의약품,진통소염제,spray,128,66,217,115
2023-08,PHARM02,HT004,게보린정,일반의약품,해열진통제,box,24,9,61,12
2023-08,PHARM02,OE002,스킨프로텍터,의약외품,기타_의약외품,tube,51,25,135,37
2023-08,PHARM02,DS003,키즈지사시럽,일반의약품,지사제,bottle,136,60,354,87
2023-08,PHARM02,AB003,에리트로마이신정,전문의약품,항생제,box,187,67,215,101
2023-08,PHARM01,AN006,챔프시럽,일반의약품,해열진통제,bottle,74,34,181,60
2023-09,PHARM01,DG006,디제정,일반의약품,소화제,box,149,90,77,141
2023-09,PHARM02,CG005,벤포라민시럽,일반의약품,감기약,bottle,143,58,202,97
2023-09,PHARM02,AN004,게보린정,일반의약품,해열진통제,box,38,13,349,18
2023-09,PHARM02,MK002,KF80 마스크 소형,의약외품,마스크,pack,35,19,191,34
2023-09,PHARM01,BD001,박카스밴드,의약외품,밴드_반창고,box,139,67,142,86
2023-09,PHARM02,HT009,키즈부루펜시럽,일반의약품,해열진통제,bottle,28,18,53,28
2023-09,PHARM01,OP006,리스페리돈정,전문의약품,기타_전문의약품,box,133,54,276,91
2023-09,PHARM01,OC006,후라보노 구강청결제,의약외품,구강청결제,bottle,143,61,51,82
2023-09,PHARM02,OE002,스킨프로텍터,의약외품,기타_의약외품,tube,94,35,65,48
2023-09,PHARM02,NP003,퀘티아핀정,전문의약품,정신신경용제,box,106,47,273,71
2023-09,PHARM02,HS008,라지 핸드스프레이,의약외품,손소독제,spray,145,68,99,92
2023-09,PHARM02,OC001,가그린 오리지널,의약외품,구강청결제,bottle,71,33,32,45
2023-09,PHARM01,DM007,아카보스정,전문의약품,당뇨병_치료제,box,16,8,273,14
2023-09,PHARM02,MK010,블랙 마스크 중형,의약외품,마스크,pack,79,45,163,68
2023-09,PHARM02,TH010,스마트체온계,의약외품,체온계,unit,157,66,136,102
2023-09,PHARM01,AB001,아목시실린캡슐,전문의약품,항생제,box,101,47,146,61
2023-09,PHARM01,SA008,메디가운,의약외품,방역용품,unit,77,35,250,42
2023-09,PHARM01,HB006,엑스포지정,전문의약품,고혈압_치료제,box,47,19,311,32
2023-09,PHARM02,AC003,독소루비신주,전문의약품,항암제,vial,205,85,115,103
2023-09,PHARM01,OG006,써큐란정,일반의약품,기타_일반의약품,box,63,34,304,53
2023-09,PHARM02,EX007,클로트리마졸크림,일반의약품,외용제,tube,77,26,124,38
2023-09,PHARM01,DG002,베아제정,일반의약품,소화제,box,39,24,184,38
2023-09,PHARM01,DM001,글리메피리드정,전문의약품,당뇨병_치료제,box,209,81,347,126
2023-09,PHARM01,TH001,전자체온계,의약외품,체온계,unit,134,49,109,79
2023-09,PHARM01,DM008,글리메-메트정,전문의약품,당뇨병_치료제,box,205,79,204,139
2023-09,PHARM01,PA004,제일파스,일반의약품,진통소염제,patch,82,39,346,69
2023-09,PHARM01,BD010,클린밴드,의약외품,밴드_반창고,box,53,25,328,32
2023-09,PHARM01,AN006,챔프시럽,일반의약품,해열진통제,bottle,124,53,186,89
2023-09,PHARM01,DS006,디아리톨정,일반의약품,지사제,box,149,55,361,72
2023-09,PHARM01,DG003,가스모틴정,일반의약품,소화제,box,132,68,64,87
2023-09,PHARM01,HB007,카프토프릴정,전문의약품,고혈압_치료제,box,171,57,311,95
2023-09,PHARM02,DS003,키즈지사시럽,일반의약품,지사제,bottle,172,59,115,87
2023-09,PHARM01,NP004,알프라졸람정,전문의약품,정신신경용제,box,83,38,339,66
2023-09,PHARM01,SA004,멸균장갑,의약외품,방역용품,box,123,71,179,122
2023-09,PHARM01,HS007,센서티브 세니타이저,의약외품,손소독제,gel,54,36,323,60
2023-09,PHARM01,AB008,클래리스로마이신정,전문의약품,항생제,box,75,47,217,79
2023-09,PHARM01,DM010,다파-메트정,전문의약품,당뇨병_치료제,box,55,20,195,31
2023-09,PHARM01,MM005,롱액션멀미정,일반의약품,멀미약,box,120,60,242,101
2023-09,PHARM02,AB004,레보플록사신정,전문의약품,항생제,box,47,25,43,41
2023-09,PHARM02,TH002,이어체온계,의약외품,체온계,unit,32,19,307,23
2023-09,PHARM01,AN002,펜잘큐정,일반의약품,해열진통제,box,67,41,275,51
2023-09,PHARM01,NP003,퀘티아핀정,전문의약품,정신신경용제,box,37,15,248,26
2023-09,PHARM01,MK010,블랙 마스크 중형,의약외품,마스크,pack,47,22,260,27
2023-09,PHARM01,EX010,아크네 스팟겔,일반의약품,외용제,tube,116,72,232,86
2023-09,PHARM01,DM009,시타-메트정,전문의약품,당뇨병_치료제,box,154,60,352,104
2023-09,PHARM02,AC005,게피티닙정,전문의약품,항암제,box,50,32,277,49
2023-09,PHARM01,NP001,에스시탈로프람정,전문의약품,정신신경용제,box,82,45,45,62
2023-09,PHARM01,DG009,엔자임파우더,일반의약품,소화제,sachet,120,53,98,92
2023-09,PHARM02,HT004,게보린정,일반의약품,해열진통제,box,17,7,207,10
2023-09,PHARM01,DG010,트리몰정,일반의약품,소화제,box,70,31,81,49
2023-09,PHARM01,AN010,케토날캡슐,일반의약품,해열진통제,box,146,59,253,94
2023-09,PHARM02,AC008,파클리탁셀주,전문의약품,항암제,vial,73,39,66,62
2023-09,PHARM02,PA006,브루펜플러스정,일반의약품,진통소염제,box,87,53,299,93
2023-09,PHARM02,OP003,졸피뎀정,전문의약품,기타_전문의약품,box,62,31,352,44
2023-09,PHARM02,OC002,클리오덴트,의약외품,구강청결제,bottle,67,23,158,39
2023-09,PHARM02,HB010,투탑스정,전문의약품,고혈압_치료제,box,158,72,161,121
2023-09,PHARM02,SA006,소독거즈백,의약외품,방역용품,pack,191,72,201,98
2023-09,PHARM02,BD001,박카스밴드,의약외품,밴드_반창고,box,77,28,114,43
2023-09,PHARM01,HS006,메디컬 세니겔,의약외품,손소독제,gel,123,66,65,103
2023-09,PHARM02,PA010,스포트겔 스프레이,일반의약품,진통소염제,spray,192,70,61,109
2023-09,PHARM02,OG003,칼디정,일반의약품,기타_일반의약품,box,154,80,104,119
2023-09,PHARM02,NP008,클로자핀정,전문의약품,정신신경용제,box,43,29,188,46
2023-09,PHARM01,CG010,코푸시럽,일반의약품,감기약,bottle,91,44,360,56
2023-09,PHARM02,AB003,에리트로마이신정,전문의약품,항생제,box,162,82,58,137
2023-09,PHARM02,EX001,포비돈요오드액,일반의약품,외용제,bottle,155,88,182,109
2023-09,PHARM01,OE001,헬스밴드,의약외품,기타_의약외품,box,118,69,160,122
2023-09,PHARM02,HT005,탁센정,일반의약품,해열진통제,box,99,50,146,89
2023-09,PHARM01,SA007,방진마스크,의약외품,방역용품,pack,140,54,190,92
2023-09,PHARM01,DS009,스톱디정,일반의약품,지사제,box,133,52,363,93
2023-09,PHARM01,HB009,하이드랄라진정,전문의약품,고혈압_치료제,box,21,10,213,12
2023-09,PHARM02,AN002,펜잘큐정,일반의약품,해열진통제,box,15,10,59,13
2023-09,PHARM02,MK003,비말차단 마스크,의약외품,마스크,pack,133,68,153,104
2023-09,PHARM01,MM003,모션캡슐,일반의약품,멀미약,box,18,7,105,10
2023-09,PHARM01,TH004,수은온도계,의약외품,체온계,unit,129,43,323,62
2023-09,PHARM02,DG005,겔포스엠액,일반의약품,소화제,bottle,35,18,241,25
2023-09,PHARM02,HS001,유한 손소독제 젤,의약외품,손소독제,gel,74,49,248,71
2023-09,PHARM02,HT002,펜잘큐정,일반의약품,해열진통제,box,155,57,302,101
2023-09,PHARM01,TH007,키즈이어체온계,의약외품,체온계,unit,67,42,338,70
2023-09,PHARM01,DS005,카올린정,일반의약품,지사제,box,84,32,294,49
2023-09,PHARM02,SA001,락스플러스 스프레이,의약외품,방역용품,bottle,90,35,260,59
2023-10,PHARM02,AB004,레보플록사신정,전문의약품,항생제,box,58,22,57,29
2023-10,PHARM01,DM009,시타-메트정,전문의약품,당뇨병_치료제,box,146,58,297,73
2023-10,PHARM01,EX010,아크네 스팟겔,일반의약품,외용제,tube,163,55,349,90
2023-10,PHARM01,NP001,에스시탈로프람정,전문의약품,정신신경용제,box,80,34,273,60
2023-10,PHARM02,AC005,게피티닙정,전문의약품,항암제,box,79,30,35,44
2023-10,PHARM01,DG009,엔자임파우더,일반의약품,소화제,sachet,116,62,233,103
2023-10,PHARM02,PA010,스포트겔 스프레이,일반의약품,진통소염제,spray,106,60,216,78
2023-10,PHARM01,DS009,스톱디정,일반의약품,지사제,box,175,69,270,114
2023-10,PHARM01,DG010,트리몰정,일반의약품,소화제,box,76,43,135,65
2023-10,PHARM01,TH001,전자체온계,의약외품,체온계,unit,88,49,295,63
2023-10,PHARM01,CG010,코푸시럽,일반의약품,감기약,bottle,60,33,160,40
2023-10,PHARM01,AN010,케토날캡슐,일반의약품,해열진통제,box,99,39,356,69
2023-10,PHARM02,HT004,게보린정,일반의약품,해열진통제,box,23,8,148,13
2023-10,PHARM02,HB010,투탑스정,전문의약품,고혈압_치료제,box,135,72,334,113
2023-10,PHARM01,NP003,퀘티아핀정,전문의약품,정신신경용제,box,32,16,57,27
2023-10,PHARM02,TH002,이어체온계,의약외품,체온계,unit,68,23,72,27
2023-10,PHARM01,HB009,하이드랄라진정,전문의약품,고혈압_치료제,box,25,12,265,14
2023-10,PHARM01,BD001,박카스밴드,의약외품,밴드_반창고,box,159,56,80,73
2023-10,PHARM02,HT002,펜잘큐정,일반의약품,해열진통제,box,107,61,242,86
2023-10,PHARM02,HS001,유한 손소독제 젤,의약외품,손소독제,gel,99,41,288,60
2023-10,PHARM01,DS006,디아리톨정,일반의약품,지사제,box,113,50,177,61
2023-10,PHARM01,HB007,카프토프릴정,전문의약품,고혈압_치료제,box,102,48,147,69
2023-10,PHARM01,AN006,챔프시럽,일반의약품,해열진통제,bottle,109,53,63,83
2023-10,PHARM01,TH004,수은온도계,의약외품,체온계,unit,120,50,93,74
2023-10,PHARM01,DG003,가스모틴정,일반의약품,소화제,box,102,62,342,87
2023-10,PHARM01,NP004,알프라졸람정,전문의약품,정신신경용제,box,57,23,51,39
2023-10,PHARM01,SA004,멸균장갑,의약외품,방역용품,box,123,51,66,67
2023-10,PHARM02,BD001,박카스밴드,의약외품,밴드_반창고,box,75,29,335,41
2023-10,PHARM02,DS003,키즈지사시럽,일반의약품,지사제,bottle,102,53,69,76
2023-10,PHARM02,AC008,파클리탁셀주,전문의약품,항암제,vial,94,45,333,56
2023-10,PHARM01,HS007,센서티브 세니타이저,의약외품,손소독제,gel,108,38,311,64
2023-10,PHARM01,DM010,다파-메트정,전문의약품,당뇨병_치료제,box,43,18,164,26
2023-10,PHARM01,SA007,방진마스크,의약외품,방역용품,pack,102,50,313,84
2023-10,PHARM01,AB008,클래리스로마이신정,전문의약품,항생제,box,74,48,228,75
2023-10,PHARM01,DS005,카올린정,일반의약품,지사제,box,78,38,78,47
2023-10,PHARM02,DG005,겔포스엠액,일반의약품,소화제,bottle,63,24,211,31
2023-10,PHARM01,AN002,펜잘큐정,일반의약품,해열진통제,box,108,64,175,107
2023-10,PHARM02,SA006,소독거즈백,의약외품,방역용품,pack,136,77,192,109
2023-10,PHARM01,MK010,블랙 마스크 중형,의약외품,마스크,pack,37,20,158,24
2023-10,PHARM02,PA006,브루펜플러스정,일반의약품,진통소염제,box,76,37,151,45
2023-10,PHARM01,BD010,클린밴드,의약외품,밴드_반창고,box,81,29,134,41
2023-10,PHARM02,OE002,스킨프로텍터,의약외품,기타_의약외품,tube,99,38,120,62
2023-10,PHARM01,OC006,후라보노 구강청결제,의약외품,구강청결제,bottle,99,37,306,64
2023-10,PHARM02,HS008,라지 핸드스프레이,의약외품,손소독제,spray,153,51,302,86
2023-10,PHARM01,PA004,제일파스,일반의약품,진통소염제,patch,66,32,305,45
2023-10,PHARM01,DM008,글리메-메트정,전문의약품,당뇨병_치료제,box,103,56,144,69
2023-10,PHARM02,SA001,락스플러스 스프레이,의약외품,방역용품,bottle,97,45,277,80
2023-10,PHARM01,DM007,아카보스정,전문의약품,당뇨병_치료제,box,19,8,318,13
2023-10,PHARM02,OC001,가그린 오리지널,의약외품,구강청결제,bottle,88,54,287,76
2023-10,PHARM02,HT005,탁센정,일반의약품,해열진통제,box,157,53,321,89
2023-10,PHARM02,NP003,퀘티아핀정,전문의약품,정신신경용제,box,121,70,213,85
2023-10,PHARM01,HS006,메디컬 세니겔,의약외품,손소독제,gel,127,52,55,67
2023-10,PHARM01,MM003,모션캡슐,일반의약품,멀미약,box,12,7,156,10
2023-10,PHARM02,MK010,블랙 마스크 중형,의약외품,마스크,pack,64,32,86,55
2023-10,PHARM02,TH010,스마트체온계,의약외품,체온계,unit,84,45,157,70
2023-10,PHARM01,SA008,메디가운,의약외품,방역용품,unit,108,37,99,64
2023-10,PHARM02,AN002,펜잘큐정,일반의약품,해열진통제,box,24,12,278,20
2023-10,PHARM02,EX001,포비돈요오드액,일반의약품,외용제,bottle,243,89,258,150
2023-10,PHARM01,HB006,엑스포지정,전문의약품,고혈압_치료제,box,45,15,266,23
2023-10,PHARM01,OE001,헬스밴드,의약외품,기타_의약외품,box,142,57,118,99
2023-10,PHARM02,AC003,독소루비신주,전문의약품,항암제,vial,184,67,341,120
2023-10,PHARM01,OG006,써큐란정,일반의약품,기타_일반의약품,box,52,32,210,41
2023-10,PHARM02,EX007,클로트리마졸크림,일반의약품,외용제,tube,63,39,123,56
2023-10,PHARM02,OC002,클리오덴트,의약외품,구강청결제,bottle,47,20,67,34
2023-10,PHARM01,AB001,아목시실린캡슐,전문의약품,항생제,box,102,68,71,106
2023-10,PHARM02,MK002,KF80 마스크 소형,의약외품,마스크,pack,68,26,74,44
2023-10,PHARM02,OP003,졸피뎀정,전문의약품,기타_전문의약품,box,67,24,240,40
2023-10,PHARM02,OG003,칼디정,일반의약품,기타_일반의약품,box,165,64,67,105
2023-10,PHARM01,DG002,베아제정,일반의약품,소화제,box,60,25,142,34
2023-10,PHARM01,DG006,디제정,일반의약품,소화제,box,140,84,185,120
2023-10,PHARM01,MM005,롱액션멀미정,일반의약품,멀미약,box,143,63,226,76
2023-10,PHARM01,TH007,키즈이어체온계,의약외품,체온계,unit,56,33,143,46
2023-10,PHARM02,HT009,키즈부루펜시럽,일반의약품,해열진통제,bottle,24,15,139,26
2023-10,PHARM02,CG005,벤포라민시럽,일반의약품,감기약,bottle,130,61,296,81
2023-10,PHARM01,DM001,글리메피리드정,전문의약품,당뇨병_치료제,box,107,50,159,68
2023-10,PHARM01,OP006,리스페리돈정,전문의약품,기타_전문의약품,box,202,77,104,119
2023-10,PHARM02,AB003,에리트로마이신정,전문의약품,항생제,box,228,87,335,132
2023-10,PHARM02,AN004,게보린정,일반의약품,해열진통제,box,39,15,268,25
2023-10,PHARM02,NP008,클로자핀정,전문의약품,정신신경용제,box,83,29,138,41
2023-10,PHARM02,MK003,비말차단 마스크,의약외품,마스크,pack,130,55,318,68
2023-11,PHARM01,TH001,전자체온계,의약외품,체온계,unit,103,44,45,54
2023-11,PHARM01,HB007,카프토프릴정,전문의약품,고혈압_치료제,box,62,41,76,72
2023-11,PHARM01,CG010,코푸시럽,일반의약품,감기약,bottle,118,44,151,69
2023-11,PHARM01,OG006,써큐란정,일반의약품,기타_일반의약품,box,114,43,232,63
2023-11,PHARM02,AB003,에리트로마이신정,전문의약품,항생제,box,226,96,321,132
2023-11,PHARM01,OP006,리스페리돈정,전문의약품,기타_전문의약품,box,133,51,47,84
2023-11,PHARM02,HT004,게보린정,일반의약품,해열진통제,box,22,11,181,14
2023-11,PHARM01,BD001,박카스밴드,의약외품,밴드_반창고,box,190,78,317,135
2023-11,PHARM02,EX001,포비돈요오드액,일반의약품,외용제,bottle,169,96,328,142
2023-11,PHARM01,OE001,헬스밴드,의약외품,기타_의약외품,box,213,88,44,123
2023-11,PHARM01,SA004,멸균장갑,의약외품,방역용품,box,97,47,151,57
2023-11,PHARM01,HB009,하이드랄라진정,전문의약품,고혈압_치료제,box,10,7,283,10
2023-11,PHARM02,OC002,클리오덴트,의약외품,구강청결제,bottle,40,20,49,28
2023-11,PHARM01,AB001,아목시실린캡슐,전문의약품,항생제,box,143,58,206,100
2023-11,PHARM02,DS003,키즈지사시럽,일반의약품,지사제,bottle,123,79,249,134
2023-11,PHARM01,DM010,다파-메트정,전문의약품,당뇨병_치료제,box,30,17,244,26
2023-11,PHARM01,TH007,키즈이어체온계,의약외품,체온계,unit,111,43,131,56
2023-11,PHARM01,DG009,엔자임파우더,일반의약품,소화제,sachet,158,82,242,135
2023-11,PHARM01,DG006,디제정,일반의약품,소화제,box,200,68,176,83
2023-11,PHARM01,SA007,방진마스크,의약외품,방역용품,pack,78,47,98,61
2023-11,PHARM01,DM007,아카보스정,전문의약품,당뇨병_치료제,box,26,10,146,12
2023-11,PHARM02,AB004,레보플록사신정,전문의약품,항생제,box,77,33,60,51
2023-11,PHARM01,MM003,모션캡슐,일반의약품,멀미약,box,22,11,181,17
2023-11,PHARM01,DS005,카올린정,일반의약품,지사제,box,83,30,45,39
2023-11,PHARM01,NP003,퀘티아핀정,전문의약품,정신신경용제,box,25,10,299,15
2023-11,PHARM01,DG002,베아제정,일반의약품,소화제,box,65,23,122,36
2023-11,PHARM02,NP003,퀘티아핀정,전문의약품,정신신경용제,box,118,55,174,83
2023-11,PHARM01,DM008,글리메-메트정,전문의약품,당뇨병_치료제,box,117,52,283,64
2023-11,PHARM01,MM005,롱액션멀미정,일반의약품,멀미약,box,182,72,282,110
2023-11,PHARM01,BD010,클린밴드,의약외품,밴드_반창고,box,69,27,229,44
2023-11,PHARM01,DG010,트리몰정,일반의약품,소화제,box,67,29,181,35
2023-11,PHARM02,OE002,스킨프로텍터,의약외품,기타_의약외품,tube,88,31,209,49
2023-11,PHARM02,EX007,클로트리마졸크림,일반의약품,외용제,tube,67,24,316,33
2023-11,PHARM02,PA010,스포트겔 스프레이,일반의약품,진통소염제,spray,113,70,313,98
2023-11,PHARM02,OG003,칼디정,일반의약품,기타_일반의약품,box,194,73,306,129
2023-11,PHARM02,CG005,벤포라민시럽,일반의약품,감기약,bottle,132,51,234,69
2023-11,PHARM01,DM001,글리메피리드정,전문의약품,당뇨병_치료제,box,159,79,33,124
2023-11,PHARM02,AC005,게피티닙정,전문의약품,항암제,box,65,32,101,39
2023-11,PHARM02,NP008,클로자핀정,전문의약품,정신신경용제,box,102,40,276,63
2023-11,PHARM02,HT009,키즈부루펜시럽,일반의약품,해열진통제,bottle,30,17,318,20
2023-11,PHARM02,SA001,락스플러스 스프레이,의약외품,방역용품,bottle,132,45,204,70
2023-11,PHARM02,AN004,게보린정,일반의약품,해열진통제,box,29,15,83,21
2023-11,PHARM02,MK003,비말차단 마스크,의약외품,마스크,pack,96,54,289,93
2023-11,PHARM02,HS008,라지 핸드스프레이,의약외품,손소독제,spray,112,61,155,105
2023-11,PHARM02,OP003,졸피뎀정,전문의약품,기타_전문의약품,box,55,33,358,53
2023-11,PHARM01,PA004,제일파스,일반의약품,진통소염제,patch,60,22,147,29
2023-11,PHARM02,MK002,KF80 마스크 소형,의약외품,마스크,pack,51,24,350,41
2023-11,PHARM01,HS006,메디컬 세니겔,의약외품,손소독제,gel,87,51,144,63
2023-11,PHARM02,OC001,가그린 오리지널,의약외품,구강청결제,bottle,160,59,67,106
2023-11,PHARM02,AN002,펜잘큐정,일반의약품,해열진통제,box,20,12,216,14
2023-11,PHARM02,MK010,블랙 마스크 중형,의약외품,마스크,pack,99,34,280,49
2023-11,PHARM02,HT005,탁센정,일반의약품,해열진통제,box,119,63,267,108
2023-11,PHARM02,TH010,스마트체온계,의약외품,체온계,unit,94,44,108,68
2023-11,PHARM01,SA008,메디가운,의약외품,방역용품,unit,69,27,60,41
2023-11,PHARM02,AC003,독소루비신주,전문의약품,항암제,vial,151,59,348,73
2023-11,PHARM02,PA006,브루펜플러스정,일반의약품,진통소염제,box,88,35,115,50
2023-11,PHARM01,OC006,후라보노 구강청결제,의약외품,구강청결제,bottle,111,43,221,58
2023-11,PHARM01,DS009,스톱디정,일반의약품,지사제,box,140,67,331,103
2023-11,PHARM01,AN010,케토날캡슐,일반의약품,해열진통제,box,81,54,101,88
2023-11,PHARM01,HB006,엑스포지정,전문의약품,고혈압_치료제,box,43,19,90,28
2023-11,PHARM01,NP004,알프라졸람정,전문의약품,정신신경용제,box,73,36,38,56
2023-11,PHARM01,AN006,챔프시럽,일반의약품,해열진통제,bottle,91,32,348,45
2023-11,PHARM01,HS007,센서티브 세니타이저,의약외품,손소독제,gel,122,41,118,56
2023-11,PHARM02,HB010,투탑스정,전문의약품,고혈압_치료제,box,184,77,89,112
2023-11,PHARM02,TH002,이어체온계,의약외품,체온계,unit,48,31,331,37
2023-11,PHARM01,AB008,클래리스로마이신정,전문의약품,항생제,box,74,42,263,67
2023-11,PHARM02,BD001,박카스밴드,의약외품,밴드_반창고,box,75,33,247,57
2023-11,PHARM02,DG005,겔포스엠액,일반의약품,소화제,bottle,65,22,63,36
